Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
2017-01-06,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,85.0,2.69,0.99,2.97,
2017-01-06,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,590.0,0.9,0.25,1.69,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,208.0,0.63,0.59,1.69,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,134.0,1.07,0.98,1.79,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,90.0,1.98,1.97,2.0,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,50.0,1.99,1.99,1.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,790.0,0.98,0.39,1.49,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,107.0,4.99,4.99,4.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,290.0,1.52,0.99,2.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,264.0,2.97,1.97,3.49,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,50.0,1.99,1.99,1.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1277.0,1.13,0.49,1.49,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,107.0,4.99,4.99,4.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,333.0,2.19,0.99,2.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,17.0,2.0,2.0,2.0,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,264.0,1.0,0.79,1.69,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,8.0,1.99,1.99,1.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,90.0,2.79,2.0,2.97,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,50.0,1.99,1.99,1.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,511.0,0.91,0.69,1.69,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,5.0,1.29,1.29,1.29,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,368.0,1.44,0.99,2.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,119.0,0.77,0.77,0.77,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,174.0,3.49,3.49,3.49,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,96.0,0.98,0.98,0.98,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,60.0,2.12,1.79,2.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,90.0,2.79,2.0,2.97,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,50.0,1.99,1.99,1.99,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,374.0,0.84,0.33,1.69,
2017-01-13,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,252.0,1.51,1.49,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,149.0,1.07,0.59,1.69,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,13.0,1.39,0.69,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,17.0,2.0,2.0,2.0,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,50.0,1.99,1.99,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1100.0,1.35,0.49,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,256.0,4.06,2.98,4.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,229.0,2.01,1.99,2.69,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,391.0,2.91,2.0,3.49,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,50.0,1.99,1.99,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,838.0,1.24,0.33,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,162.0,4.84,3.99,4.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,127.0,2.03,1.89,2.69,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,17.0,2.0,2.0,2.0,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,15.0,0.79,0.79,0.79,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,8.0,1.99,1.99,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,17.0,2.0,2.0,2.0,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,80.0,1.45,0.25,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,5.0,1.29,1.29,1.29,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,96.0,1.99,1.99,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,87.0,1.17,0.69,1.29,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,174.0,3.49,3.49,3.49,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,194.0,1.64,0.98,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,13.0,2.99,2.99,2.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,97.0,1.98,1.79,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,17.0,2.0,2.0,2.0,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,50.0,1.99,1.99,1.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,264.0,0.79,0.25,0.99,
2017-01-20,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,76.0,1.32,0.69,1.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,100.0,1.04,0.98,1.69,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,504.0,0.93,0.49,0.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,107.0,4.99,4.99,4.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,275.0,2.87,1.49,2.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,611.0,0.92,0.79,0.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,107.0,4.99,4.99,4.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,544.0,1.94,1.69,2.69,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,283.0,0.99,0.69,1.69,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,755.0,1.27,0.69,1.69,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,502.0,2.36,1.48,2.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,96.0,2.98,2.98,2.98,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,93.0,0.93,0.5,0.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,377.0,1.55,0.99,1.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,18.0,2.99,2.99,2.99,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,566.0,0.78,0.33,1.69,
2017-01-27,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,367.0,1.22,0.99,1.49,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,80.0,1.03,0.69,1.69,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,7.0,1.99,1.99,1.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,11.0,0.99,0.99,0.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,489.0,1.04,0.5,1.29,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,13.0,2.99,2.99,2.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,476.0,1.87,1.5,2.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,828.0,1.32,0.5,1.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,373.0,1.8,0.99,1.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,23.0,1.1,0.79,1.69,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,237.0,1.31,0.79,1.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,8.0,2.99,2.99,2.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,9.0,0.99,0.99,0.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,27.0,0.99,0.99,0.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,295.0,1.86,0.69,1.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,114.0,2.57,2.49,2.99,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,491.0,0.89,0.49,1.69,
2017-02-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,60.0,0.98,0.69,1.09,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,73.0,0.83,0.49,1.69,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,6.0,0.69,0.69,0.69,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,247.0,2.98,2.97,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,139.0,0.92,0.33,1.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,22.0,3.81,2.99,4.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,287.0,1.81,1.29,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,264.0,2.95,2.49,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,107.0,3.89,2.99,3.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,304.0,0.97,0.49,1.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,573.0,1.71,1.49,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,17.0,2.49,2.49,2.49,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,31.0,1.07,0.79,1.69,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,253.0,2.94,0.99,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,83.0,0.84,0.49,1.69,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,8.0,2.99,2.99,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,474.0,2.61,1.99,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,20.0,1.24,0.5,1.49,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,MCINTOSH,,,3 lb bag,17.0,2.49,2.49,2.49,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,174.0,2.99,2.99,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,667.0,1.5,0.77,1.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,13.0,2.99,2.99,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,144.0,2.53,1.99,2.99,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,103.0,2.64,0.99,2.97,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,327.0,0.6,0.33,1.69,
2017-02-10,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,595.0,1.48,0.69,1.49,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,214.0,0.89,0.2,1.69,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,16.0,0.99,0.99,0.99,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1006.0,1.31,0.69,1.99,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,13.0,2.49,2.49,2.49,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,5 lb bag,107.0,5.99,5.99,5.99,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,417.0,1.85,0.99,2.49,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,698.0,1.07,0.33,1.99,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,5 lb bag,107.0,5.99,5.99,5.99,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,496.0,1.8,0.99,1.99,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,66.0,0.79,0.49,1.69,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,475.0,1.56,0.79,1.99,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,42.0,2.0,2.0,2.0,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,270.0,1.02,0.5,1.99,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,13.0,2.49,2.49,2.49,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,5.0,1.49,1.49,1.49,
2017-02-17,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,311.0,0.8,0.25,1.69,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,67.0,1.09,0.25,1.69,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,3 lb bag,5.0,2.99,2.99,2.99,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,15.0,2.49,2.49,2.49,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,11.0,2.99,2.99,2.99,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,260.0,1.33,0.5,1.49,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,392.0,1.64,1.29,2.69,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,661.0,1.15,0.5,1.59,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,905.0,1.73,0.98,2.69,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,23.0,1.1,0.79,1.69,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,428.0,1.12,0.5,1.69,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,6.0,0.69,0.69,0.69,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,22.0,1.1,0.25,1.49,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,458.0,1.51,0.99,1.99,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,13.0,1.99,1.99,1.99,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,107.0,1.99,1.99,1.99,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,544.0,0.7,0.2,1.69,
2017-02-24,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,62.0,0.99,0.99,0.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,34.0,0.96,0.33,1.69,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,3 lb bag,11.0,1.9,0.99,2.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,62.0,1.99,1.99,1.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,643.0,1.44,0.5,1.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,909.0,2.15,0.99,2.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,183.0,1.99,1.99,1.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,900.0,1.07,0.5,1.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,524.0,2.25,0.99,2.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,264.0,1.0,0.88,1.69,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,442.0,1.2,0.88,1.69,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,62.0,1.99,1.99,1.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,215.0,1.05,0.99,1.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,73.0,1.84,0.99,1.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,6.0,0.99,0.99,0.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,446.0,0.82,0.25,1.69,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,3 lb bag,6.0,0.99,0.99,0.99,
2017-03-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,167.0,1.29,1.29,1.29,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,300.0,1.0,0.33,1.69,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,18.0,1.99,1.99,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,11.0,2.99,2.99,2.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,887.0,1.14,0.33,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,529.0,1.52,0.99,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,902.0,0.96,0.49,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,789.0,1.55,0.99,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,473.0,1.0,0.79,1.69,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,721.0,1.04,0.69,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,90.0,1.99,1.99,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,145.0,1.93,0.99,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,234.0,1.8,1.49,1.99,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,1058.0,0.85,0.33,1.69,
2017-03-10,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,13.0,0.99,0.99,0.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,178.0,1.02,0.99,1.69,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,128.0,0.98,0.98,0.98,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,30.0,1.99,1.99,1.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,11.0,2.99,2.99,2.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,637.0,0.96,0.59,1.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,609.0,1.67,0.99,1.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,551.0,0.93,0.2,1.69,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,476.0,1.88,1.48,1.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,148.0,1.01,0.79,1.69,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,405.0,1.01,0.5,1.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,40.0,2.0,2.0,2.0,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,8.0,2.99,2.99,2.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,198.0,1.51,1.19,1.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,13.0,1.99,1.99,1.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,322.0,1.99,1.99,1.99,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,118.0,2.0,2.0,2.0,
2017-03-17,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,705.0,0.76,0.2,1.69,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,72.0,0.63,0.49,1.69,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,3 lb bag,128.0,2.98,2.98,2.98,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,30.0,1.99,1.99,1.99,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,644.0,0.93,0.49,1.29,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,632.0,2.35,0.99,2.99,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,40.0,2.18,1.99,2.49,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1209.0,1.09,0.49,1.49,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,128.0,2.98,2.98,2.98,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,701.0,1.44,0.79,1.98,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,15.0,2.49,2.49,2.49,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,465.0,1.0,0.79,1.69,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,505.0,0.92,0.33,0.99,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,144.0,2.05,1.99,2.99,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,MCINTOSH,,,3 lb bag,15.0,2.49,2.49,2.49,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,490.0,1.37,0.99,1.99,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,15.0,2.49,2.49,2.49,
2017-03-24,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,868.0,1.09,0.33,1.69,
2017-03-31,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,87.0,2.21,0.5,2.49,
